Item #,Latitude,Longitude,Zip_Code,State Abbrv. ,State,Year,TimeStamp,Event (short name),Event Description,Event Class,Gender of Victim(s),Source,Permanent URL
817,35.495502,-97.502517,73105,OK,Oklahoma,2015,2015-11-16T00:00:00,Political Speech,Oklahoma Governor Mary Fallin publically urges President Barack Obama to suspend accepting Syrian refugees out of safety concerns. She joined over two dozen other governors who echoed these sentiments and made efforts to ban refugees from their states.,public speech (political figures),male and female,http://www.chicagotribune.com/news/nationworld/ct-syrian-refugees-michigan-alabama-20151116-story.html,
818,34.000324,-81.033113,29201,SC,South Carolina,2015,2015-11-16T00:00:00,National Political Speech,South Carolina Governor Nikki Haley says she supports allowing persecuted immigrants to come to South Carolina as long as they're not from Syria. She joined over two dozen other governors who echoed these sentiments and made efforts to ban refugees from their states.æ,public speech (political figures),male and female,http://www.chicagotribune.com/news/nationworld/ct-syrian-refugees-michigan-alabama-20151116-story.html,
819,36.165849,-86.784294,37203,TN,Tennessee,2015,2015-11-16T00:00:00,National Political Speech,Tennessee Governor Bill Haslam asks the federal government to suspend the relocation of Syrian refugees to Tennessee due to safety concerns.æHe joined over two dozen other governors who echoed these sentiments and made efforts to ban refugees from their states.æ,public speech (political figures),male and female,http://www.chicagotribune.com/news/nationworld/ct-syrian-refugees-michigan-alabama-20151116-story.html,
820,30.274665,-97.7403505,78701,TX,Texas,2015,2015-11-16T00:00:00,National Political Speech,"Texas GovernoræGreg Abbot orders refugee resettlement programs to refuse resettling Syrian refugees in the state of Texas, and he writes a letter to the Obama Administration urging them to halt all Syrian refugees from entering the United States. He joined over two dozen other governors who echoed these sentiments and made efforts to ban refugees from their states.æ",public speech (political figures),male and female,http://www.chicagotribune.com/news/nationworld/ct-syrian-refugees-michigan-alabama-20151116-story.html,
821,43.074712,-89.384373,53702,WI,Wisconsin,2015,2015-11-16T00:00:00,Political Speech,Wisconsin Governor Scott Walker announces that Wisconsin will not take any more Syrian refugees because they pose a security threat.æHe joined over two dozen other governors who echoed these sentiments and made efforts to ban refugees from their states.æ,public speech (political figures),male and female,http://www.chicagotribune.com/news/nationworld/ct-syrian-refugees-michigan-alabama-20151116-story.html,
822,40.220171,-74.770143,8608,NJ,New Jersey,2015,2015-11-16T00:00:00,National Political Speech,"New Jersey Governor and Republican presidential nominee Christ Christie goes onæHugh Hewitt's syndicated radio show and says that the United States should not take any Syrian refugees, not even ""orphans under age 5.""æHe joined over two dozen other governors who echoed these sentiments and made efforts to ban refugees from their states.æ",public speech (political figures),male and female,http://www.nj.com/politics/index.ssf/2015/11/christie_reverses_earlier_call_to_accept_syrian_re_1.html,
823,32.376961,-86.299274,36104,AL,Alabama,2011,2011-03-01T00:00:00,Legislative Discrimination,"Alabama State Senator Geral Allen introduces a law, SB 62, that bans Sharia law in Alabama courts.æWhen asked about Sharia law, Senator Allen could not give a definition or explain what it was. The legislation did not pass the State Senate.æ",legislation (targeting community),male and female,http://www.tuscaloosanews.com/article/DA/20110304/News/605299910/TL/,
824,33.40647,-111.962648,85282,AZ,Arizona,2014,2014-09-19T00:00:00,Public Campaign,"Maricopa County Attorney Bill Montgomeryæbrings ex-FBI agent John Guandolo to Tempe, Arizona, for a one-day seminar called ""Understanding the Threat"" that is aimed at teaching local prosecutors and law inforcement about the dangers of Islam.æ",public campaigns (targeting community),male and female,http://www.phoenixnewtimes.com/news/bill-montgomerys-office-hires-islamaphobe-to-instruct-county-prosecutors-on-muslim-threat-6639742,
825,40.559561,-74.098801,10306,NY,New York,2012,2012-08-19T00:00:00,Harassment,"An unidentified person or group left bacon bits on a small section of New Dorp Beach Park in Staten Island, New York, while Muslims were gathering there in the morning for Eid prayer. Police were unsure who committed the crime, and were investigating whether it was a hate crime.",bias-related incident (targeting individual or specific group),male and female,http://www.silive.com/news/index.ssf/2012/08/staten_island_muslims_mark_ram.html,
826,41.783687,-72.74543,6117,CT,Connecticut,2012,2012-09-15T00:00:00,Violent Threat,"Michael J. Germain, 68, accosts a woman at the counter of a Walgreen's in West Hartford, Connecticut, by yelling a stream of obscenities and anti-Muslim slurs at the woman. The woman also alleged that Germain had threatened to punch her, and, according to arrest reports, Germain was ""upset that Americans were killed at the embassy."" Germain was accused of hate crimes, second-degree breach of peace and second-degree threatening.æ",crimes against people,female,http://www.courant.com/community/west-hartford/hc-west-hartford-hate-crime-0918-20120917-story.html,
827,36.165813,-86.784314,37203,TN,Tennessee,2011,2011-02-17T00:00:00,Legislative Discrimination,Tennessee state Senator Bill Ketron introduces Senate bill 1028 that would make it a felony to follow some aspects of Sharia law in Tennessee.æSenator Ketron later amended the bill and removed references to Sharia and religion after many news sources and legislators labeled it as the most radical anti-Sharia law to date.,legislation (targeting community),male and female,http://www.washingtonpost.com/wp-dyn/content/article/2011/03/01/AR2011030103318.html,
828,42.987392,-71.507233,3102,NH,New Hampshire,2011,2011-06-13T00:00:00,National Political Speech,"Republican Presidential candidate Herman Cain reaffirms his stance that he would be uncomfortable appointing a Muslim in his Cabinetæin the Republican Presidential Debate inæManchester, New Hampsire.æHe had said it once previously in March, and when asked about the comment, he stated thatæhe would be uncomfortable because there are Muslims who ""are trying to kill us"".",public speech (political figures),male and female,https://www.washingtonpost.com/blogs/post-partisan/post/in-cains-world-muslim-is-the-new-black/2011/03/04/AGPtveUH_blog.html?utm_term=.f87211141e3d,
829,37.746157,-97.258827,67226,KS,Kansas,2014,2014-03-25T00:00:00,Anti-Mosque Campaign,"A group of people plan to protest at the Islamic Society of Wichita mosque in Wichita, Kansas, for inviting Monzer Taleb, who they claim is associated with terrorism, to speak at the mosque. The online forum in which they planned the protest is filled with comments about terrorism, anti-Muslim sentiments, and hate speech. The plans began as a peaceful anti-Taleb protest, but escalated to an armed anti-Muslim protest.æ",public campaigns (targeting community),male and female,http://www.kansas.com/news/local/article69548302.html,
830,47.7779,-122.190565,98021,WA,Washington,2014,2014-02-06T00:00:00,Vandalism,"A flag hanging outside of the Islamic Center of Bothell, Washington, is found burned. The mosque has been vandalized before and has a history of bias related incidents. ",crimes against property,male and female,http://www.nwnews.com/index.php/local/news/9251-islamic-center-of-bothell-target-of-anti-muslim-messages,
831,47.7779,-122.190565,98021,WA,Washington,2014,2014-02-22T00:00:00,Harassment,"10 booklets related to Islam, each with handwritten hateful messages inside the front cover, are found intentionally placed in different parking spots in the parking lot of the Islamic Center of Bothell, Washington.æ",bias-related incident (targeting individual or specific group),male and female,http://www.nwnews.com/index.php/local/news/9251-islamic-center-of-bothell-target-of-anti-muslim-messages,
832,40.616521,-74.626371,8807,NJ,New Jersey,2014,2014-12-02T00:00:00,Anti-Mosque Campaign,"The Bridgewater Township in Bridgewater, New Jersey, settles a lawsuit withæthe Al Falah Center. The location of the proposed mosque was changed in the settlement, but the Al Falah Center recieved $7.75 million. The suit was filed originally because the mosque was denied a building permit and experienced anti-Muslim backlash from the community.æ",bias-related incident (targeting individual or specific group),male and female,http://www.mycentraljersey.com/story/news/local/somerset-county/2014/12/02/bridgewater-mosque-reach-settlement-million-land-swap/19775661/,
833,32.377433,-86.300588,36104,AL,Alabama,2014,2014-11-04T00:00:00,Legislative Discrimination,"Ammendment 1, which prohibits foreign law, is passed in Alabama, and added to the state constitution.æThe ammendment is similar to other efforts in the country to ban shari'a law.æ",legislation (targeting community),male and female,http://www.al.com/news/index.ssf/2014/11/amendment_banning_foreign_law.html,
834,34.000312,-81.033115,29201,SC,South Carolina,2011,2011-01-27T00:00:00,Legislative Discrimination,State Senator Mike Fair introducesæa bill to the South Carolina legislature that bans foreign law. South Carolina introduced a law in 2010 that specifically banned Sharia law and failed to be passed. This revised law makes no explicit reference to religion but is similar to other efforts in the country to ban shari'a law. æ,legislation (targeting community),male and female,http://newsok.com/article/3538179,
835,40.746257,-73.85782,11368,NY,New York,2012,2012-11-24T00:00:00,Violent Incident,"Two unknown suspects beat a 70-year-old Queens, New York, man after asking him about his religious identity. The New York Police Department assigned the case to the Hate Crimes Division.",bias-related incident (targeting individual or specific group),male,http://www.nydailynews.com/news/crime/queens-man-70-beaten-apparent-hate-attack-article-1.1210944,
836,38.440681,-78.848343,22802,VA,Virginia,2012,2012-09-13T00:00:00,Vandalism,"The Islamic Center of the Shenandoah Valley in Harrodsburg, Virginia, is vandalized by unknown perpetrators. Obsceneæhate graffiti is spray-painted on the wall, including vulgar objects, racial slurs against African-Americans, and vulgar references to Iraqis. The Council of American-Islamic Relations called on authorities to investigate the incident as a hate crime.",crimes against property,male and female,http://www.salem-news.com/articles/september142012/mosque-vandalised.php,
837,42.73357,-84.555366,48933,MI,Michigan,2011,2011-06-16T00:00:00,Legislative Discrimination,"State Representative David Agema introduces an anti-Sharia bill in Lansing, Michigan, after stating that the Muslims are campaigning to install Sharia law in American courts. Even though Agema repeatedly cites Sharia law as a reason for the bill, he insists that it targets all foreign law and is not religiously motivated.æ",legislation (targeting community),male and female,http://www.mlive.com/news/grand-rapids/index.ssf/2011/09/sharia_law_is_targeted_by_stat.html,
838,38.579202,-92.172981,65101,MO,Missouri,2011,2011-04-20T00:00:00,Legislative Discrimination,"The Missouri House of Representatives passes an anti-shari'a bill in a 102-51 vote. Representative Paul Curtman sponsored the bill and said that the legislation targets all foreign law, although the debate was mainly about the role of Sharia law in state courts.æ",legislation (targeting community),male and female,http://www.stltoday.com/news/local/govt-and-politics/missouri-house-votes-to-ban-sharia-law/article_e30151d6-6b9b-11e0-8dd3-001a4bcf6878.html,
839,40.264132,-76.88383,17120,PA,Pennsylvania,2011,2011-11-18T00:00:00,Legislative Discrimination,"Pennsylvania state Representative RoseMarie Swanger introduces House Bill 2029 prohibiting foreign law in state courts.æSwanger stated that the bill's main goal is to help women and children in custody cases, and she said, ""I'm thinking of the Near East, where women are not as highly regarded and don't have the same rights as men. If those women come here, I want them to have the same rights that we have.""",legislation (targeting community),male and female,http://www.post-gazette.com/neighborhoods-city/2011/12/12/Proposed-state-law-draws-religious-criticism/stories/201112120245,
840,58.302158,-134.410422,99801,AK,Alaska,2011,2011-01-18T00:00:00,Legislative Discrimination,"State Representative Carl Gatto introduces an anti-shari'a bill in Alaska. He fails to cite an example of foreign law being used in Alaska courts, but he says the bill is a preventative measure.",legislation (targeting community),male and female,https://www.adn.com/alaska-news/article/palmer-lawmakers-bill-aimed-islamic-law-called-divisive/2011/03/31/,
841,38.579185,-92.173049,65101,MO,Missouri,2011,2011-03-16T00:00:00,Political Speech,"Defending his effort to ban shari'a from courts in Missouri, State Representative Don Wells compares Islamic law to polio during a House Committee meeting in Jefferson City, Missouri. He claims that shari'a is a threat to public safety and well-being in much the same as polio and therefore requires urgent counter-measures.",public speech (political figures),male and female,http://www.stltoday.com/news/local/govt-and-politics/former-terrorist-urges-legislators-to-ban-sharia-law-in-courts/article_c694ad1e-5029-11e0-a72e-0017a4a78c22.html,
842,37.391488,-77.440867,23237,VA,Virginia,2017,2017-05-30T00:00:00,Education Discrimination,"A physical education teacher at Bellwood Elementary School inæRichmond, Virginia,æallegedly refuses a student's request for religious accommodationæduring Ramadan, making her (and the entire class) run extra laps because he perceived her to be loafing.æOther anti-Muslim incidents at the school prompted an internal investigation.",bias-related incident (targeting individual or specific group),female,http://www.richmond.com/news/local/chesterfield/investigation-into-treatment-of-two-chesterfield-muslim-students-concludes/article_cc32b47d-6457-5114-b829-71d5bc15d748.html,
843,33.290266,-86.843802,35080,AL,Alabama,2017,2017-07-14T00:00:00,Vandalism,"A family in Helena, Alabama, wakes to find their cars with significant damage, including broken windows, slashed tires,æand spray-painted hate speech.",crimes against property,male and female,http://www.al.com/news/mobile/index.ssf/2017/07/post_96.html,
844,30.273375,-97.742529,78701,TX,Texas,2017,2017-04-11T00:00:00,Legislative Discrimination,"Judge Alfonso Charles, speaking at a Bar Association event in Longview, Texas, provides a rundown of bills under consideration by the Texas legislature. Among them is HB 45, which seeks to ban foreign law from consideration in judicial proceedings in the state regarding family law. Although the legislation does not mention shari'a specifically, the judge hints that the bill reflects fear that shari'a will be imposed in Texas.æ [Editor's Note: The bill went on to pass, becoming law in Texas. The passage of this legislation, similar to (though somewhat more circumscribed than) other efforts around the country, garnered no attention in mainstream media outlets. Christian and conservative publications reported on the passage.]",legislation (targeting community),male and female,https://www.news-journal.com/news/2017/apr/11/district-judge-briefs-area-lawyers-on-legislative-/,
845,46.692651,-68.012731,4769,ME,Maine,2017,2017-07-17T00:00:00,Public Campaign,"Anti-Muslim comic book-like leaflets warning of a Muslim world-wide takeover appear on cars in Presque Isle, Maine.",bias-related incident (targeting individual or specific group),male and female,http://thecounty.me/2017/07/19/news/anti-islam-leaflets-left-on-cars-in-presque-isle/,
846,35.784155,-86.405325,37128,TN,Tennessee,2017,2017-07-16T00:00:00,Vandalism,"A Muslim resident of Murfreesboro, Tennessee, wakes to find his car littered with bologna and a used condom. ",crimes against property,male,http://www.murfreesboropost.com/mpd-investigates-potentially-bias-based-crime-cms-47251,
847,33.671899,-111.898241,85255,AZ,Arizona,2017,2017-07-18T00:00:00,Hate Speech,"Deedra Abboud, a candidate for US Senate from Arizona, posts praise of the secular vision of the Constitution and its crafters to her campaign Facebook page. Almost immediately, other users began posting hateful messages about Islam and her candidacy. The campaign suggests this is an all-too-common response to her candidacy, which has prompted the need for police escorts at many campaign events.",bias-related incident (targeting individual or specific group),female,http://www.azcentral.com/story/opinion/op-ed/laurieroberts/2017/07/18/senate-candidate-under-attack-being-muslim/489859001/,
848,33.465495,-82.002833,30904,GA,Georgia,2017,2017-07-08T00:00:00,Violent Threat,"An unidentified caller leaves over twenty minutes of voicemails at an Augusta, Georgia, area mosque, during which he makes anti-Muslim and anti-Islam remarks and makes explicit violent threats about killing Muslims. The calls came over a period of days in late June and early July. [Editor's Note: The mosque has requested that its identity remain private for fear of further threats. It has, however, provided civil rights organizations and media outlets with recordings to support the claims. We have used the location of theæMuslim Community Center-Augusta for the purposes of this map, but we do not know for certain at the time of this entry which Augusta area mosque received the threats.] ",bias-related incident (targeting individual or specific group),male and female,http://chronicle.augusta.com/news/2017-07-20/area-mosque-targeted-threats,
849,44.847373,-93.787225,55387,MN,Minnesota,2017,2017-07-19T00:00:00,National Political Speech,"Former Congressperson and candidate for US President delivers remarks at a Republican gubernatorial forum at the American Legion in Waconia, Minnesota, during which she centers attention on the threat that migration from Muslim countries poses to the United States.æ",public speech (political figures),male and female,http://www.twincities.com/2017/07/19/michele-bachmann-warns-about-radical-islam-in-waconia-speech/,
850,38.580211,-121.497245,95814,CA,California,2017,2017-06-28T00:00:00,Qur'an Desecration,"A container filled with lard and a copy of the Qur'an arrives via Federal Express at the Council on American Islamic Relations offices in Sacramento, California. The package originated in Missouri City, Texas.",bias-related incident (targeting individual or specific group),male and female,http://www.sacbee.com/news/local/article162779408.html,
851,32.481997,-93.760127,71103,LA,Louisiana,2012,2012-11-21T00:00:00,Harassment,"A Subway employee stops a couple at the entrance and asks whether they are Muslim. When the couple responds affirmatively the employee informs them that they are not welcome in the establishment. After the couple call the police, an officer informs them that they should leave the establishment because they are scaring the manager.",bias-related incident (targeting individual or specific group),male and female,http://www.browardpalmbeach.com/restaurants/cair-seeks-apology-after-muslim-man-is-barred-from-subway-restaurant-6892756,
852,35.492185,-97.503274,73105,OK,Oklahoma,2011,2011-03-21T00:00:00,Legislative Discrimination,"House Bill 1552, which seeks to ban foreign law from judicial proceedings in Oklahoma state courts,æpasses the Oklahoma House of Representatives in aæ76-3 vote. State Representative Sally Kernæintroduced the billæafter an anti-shari'a ballot measure, which Oklahoma voters overwhelmingly approved, is struck down in federal court because of its discriminatory nature. [Editor's note: Although the Oklahoma Senate did not take up the legislation, it set an important precedent for future efforts of a similar kind. Written by the Center foræSecurity Policy, HB 1552 became a template for bills across the country, omitting explicit mention of the shari'a to avoid charges of targeting Islam and Muslims.]",legislation (targeting community),male and female,http://newsok.com/article/3557488,
853,40.044298,-75.055622,19149,PA,Pennsylvania,2017,2017-07-17T00:00:00,Burglary,"An unidentified suspect burglarizes the Islamic Society of Greater Philadelphia Mosque on July 12 and July 17. The suspect, who was caught camera, steals money from the donation box.",crimes against property,male and female,http://www.philly.com/philly/news/crime/police-thief-burglarizes-mosque-twice-escapes-on-bike-20170727.html,
854,40.67727,-73.672149,11565,NY,New York,2017,2017-07-24T00:00:00,Violent Threat,"A Muslim family in Malverne, New York, awoke to find two hate messages in their mailbox. Each hand-written message references the KKK and threatened to kill Muslims.",bias-related incident (targeting individual or specific group),male and female,"http://liherald.com/stories/hate-messages-left-for-malverne-muslim-family,93965",
855,46.864607,-96.86579,58103,ND,North Dakota,2017,2017-07-25T00:00:00,Violent Threat,"Amber Elizabeth Hensley threatens three Muslim women during a disagreement in the parking lot of a Fargo, North Dakota, Walmart, telling them that they should go home and that she will kill them. Hensley was subsequently terminated from her job, and in an effort of peacemaking the three Muslim women reached out to Hensley for a public conversation and tried to help her regain her job. ",bias-related incident (targeting individual or specific group),female,http://www.westfargopioneer.com/news/4303011-woman-who-threatened-kill-all-ya-somali-americans-will-be-fired,
856,33.685389,-117.813263,92606,CA,California,2017,2017-07-26T00:00:00,Assault,"Police arrest Brandon Ricardo Pascual for a March 2017 incident in an Irvine, California, parking lot. He allegedly yelled religious slurs at two Muslim women and followed the pair in his car, throwing coins at their vehicle as they tried to get away from him. Authorities charged him with assault-hate crime.",crimes against people,female,http://www.ocregister.com/2017/07/27/man-accused-of-religious-slur-and-throwing-coins-at-woman-with-muslim-style-headdress-is-arrested/,
857,42.478503,-83.078833,48091,MI,Michigan,2017,2017-07-26T00:00:00,Employment Discrimination,"Sixteen Muslim men file suit against Warren, Michigan, auto supplier Brose Jefferson, alleging religious descrimination. The suit stems from a May 2017 incident in which a supervisor, frustrated by specific requests for accommodations during Ramadan, allegedly told the employees they had to choose between their religion and their jobs.",bias-related incident (targeting individual or specific group),male,http://michiganradio.org/post/sixteen-muslim-men-say-brose-jefferson-forced-them-choose-between-their-religion-and-their-jobs,
858,42.811451,-70.872881,1950,MA,Massachusetts,2017,2017-07-29T00:00:00,Vandalism,"Hazem Mahmoud, who is running for mayor in Newburyport, Massachusetts,æfinds a campaign sign in his yard has been destroyed. He notes that he has experienced anti-Muslim in the past, though he is not certain whether this incident is motivated by hate or political disagreement.",bias-related incident (targeting individual or specific group),male,https://www.bostonglobe.com/metro/2017/07/29/muslim-civil-rights-group-calls-for-investigation-after-vandalism-incident/f7Onk1MMJ9atqYVkwGHuOP/story.html,
859,29.962092,-90.057989,70116,LA,Louisiana,2017,2017-07-29T00:00:00,Public Campaign,"Approximately 50 protestors gather in New Orleans, Louisiana, to highlight the threat that shari'a poses to the United States.",public campaigns (targeting community),male and female,http://www.theadvocate.com/new_orleans/news/crime_police/article_2225bdd0-749f-11e7-b905-b7fcbbe9f8f3.html,
860,41.666837,-87.839502,60464,IL,Illinois,2017,2017-07-28T00:00:00,Political Speech,"Sharon Brannigan, a trustee of Palos Township, Illinois, steps down from her position on the Cook County's Commission on Women's Issues, citing scheduling conflicts. Some residents have called for Brannigan's resignation from the township board because of social media posts questioning Muslim immigration to the United States, claiming that Muslims do not integrate into American society, and suggesting that area schools were filling with undocumented immigrants from the Middle East. Brannigan is a former Republic candidate for a seat in Congress. She has refused to step down from the town board.",public speech (political figures),male and female,http://www.chicagotribune.com/suburbs/daily-southtown/news/ct-sta-branngan-resigns-county-post-st-0730-20170728-story.html,
861,47.603732,-122.330307,98104,WA,Washington,2017,2017-07-27T00:00:00,Violent Incident,"In the aftermath of an anti-sharia protest in Seattle, Washington, the coalition behind the counter-protest movement submits a letter to Mayor Ed MurrayÍs office, the Seattle Police Department, and the Office of Police Accountability alleging that the Seattle Police Department allowed violent demonstrators to repeatedly attack peaceful counter-protesters.æThe police allegedly ñtreated [the counter protestors] as the primary threat, instead of the armed militia and anti-Muslim hate group members.î",bias-related incident (targeting individual or specific group),male and female,http://www.seattleweekly.com/news/the-counter-protesters-have-asked-for-an-investigation-of-spds-tactics/,
862,33.941588,-118.40853,90045,CA,California,2017,2017-07-25T00:00:00,Airport Discrimination,"British newlyweds Natasha Politakis and Ali Gul are detained in the Los Angeles International Airport for 26 hours and then put on a plane back to the UK. The couple alleges that they were barred and detained because Gul is a Muslim, and that the airport staff looked at Gul's name and passport before immediately taking their phones and detaining them.æ",bias-related incident (targeting individual or specific group),male and female,https://www.theguardian.com/uk-news/2017/jul/25/british-newlyweds-say-they-were-barred-from-entering-us,
863,44.977454,-93.265263,55415,MN,Minnesota,2017,2017-06-21T00:00:00,Political Speech,"The city of Minneapolis, Minnesota, creates a hotline for people to report hate crimes, prompting former Minnesota congresswoman Michele Bachmann to label the hotline as a stealthy means of imposing ñIslamic anti-blasphemy laws on non-Muslims,î and to compare the hotline to fascism and shari'a law.æ",public speech (political figures),male and female,http://www.startribune.com/the-murky-business-of-policing-hate-speech/434859033/,
864,32.754246,-117.148133,92103,CA,California,2017,2017-05-23T00:00:00,Education Discrimination,"The Freedom of Conscience Defense Fund and a group of parents sue the San Diego Unified School District in San Diego, California, after the district implemented a plan for their anti-bullying policy that was aimed to protect Muslim students. The lawsuit challenges the constitutionality of the policy, and accuses the school board of favoring Islam and promoting the islamization of schools. Ultimately the plan was recinded.æThe group also has a history of protesting school board meetings and accusing the school board of working with the Council on American-Islamic Relations towards extremist goals. æ",public campaigns (targeting community),male and female,http://www.sandiegouniontribune.com/news/education/sd-me-islamaphobia-lawsuit-20170523-story.html,
865,33.637399,-112.210747,85308,AZ,Arizona,2017,2017-07-14T00:00:00,Legislative Discrimination,"RepresentativeæTrent Franks, Republican from Arizona, proposes an amendment to a defense spending bill that would have charged the Department of Defense with analyzing the work of Muslim intellectuals for evidence of extremist views. The amendment, which failed, did not define what constitutes extremism.",public speech (political figures),male and female,http://www.phoenixnewtimes.com/news/house-rejects-trent-franks-crazy-amendment-on-islamic-thought-9499949,
866,44.818897,-93.167136,55122,MN,Minnesota,2017,2017-07-13T00:00:00,Detention Discrimination,"Abdisalam Wilwal and Sagal Abdigani of Eagan, Minnesota, file suit againstæthe US government alleging unreasonable searchæand violation of due process during an 11-hour detention at the US-Canadian border on 30 March 2015. The suit claims that without explanation customs and border officials detained the couple and their four children, all US citizens, and subjected them to interrogation without legal representation. The family was returning from a short vacation in Canada.",bias-related incident (targeting individual or specific group),male and female,https://www.washingtonpost.com/news/post-nation/wp/2017/07/13/u-s-family-suing-federal-government-after-11-hour-detention-on-canadian-border/?utm_term=.7669ac5d5679,
867,34.536156,-86.908135,35603,AL,Alabama,2017,2017-07-31T00:00:00,Harassment,"A family visiting Decatur, Alabama, discovers that each of the 14 chicken sandwiches they ordered at McDonalds contained strips of bacon, which is not listed as an ingredient of the menu item. ",bias-related incident (targeting individual or specific group),male and female,http://www.al.com/news/index.ssf/2017/08/bacon_put_in_muslim_familys_sa.html,
868,28.541039,-81.379142,32801,FL,Florida,2017,2017-07-31T00:00:00,Political Speech,"Orlando, Florida, City CommissioneræRobert Stuart, who is running for re-election, admits conducting a poll that asked about his opponent's religion. He is running againstæAsima Azam.",public speech (political figures),female,http://www.orlandosentinel.com/news/politics/political-pulse/os-asima-azam-phone-poll-robert-stuart-20170731-story.html,
869,44.626564,-93.088658,55024,MN,Minnesota,2017,2017-07-31T00:00:00,Vandalism,"The Al-Maghfirah Cemetery in Castle Rock Township, Minnesota, is vandalized. The town originally denied the permit for the cemetery, a decision that was overruled byæa district court.",crimes against property,male and female,https://www.mprnews.org/story/2017/08/01/islamic-cemetery-in-suburban-minneapolis-vandalized,
870,38.732819,-77.569274,20181,VA,Virginia,2017,2017-07-27T00:00:00,Anti-Mosque Campaign,"Action for Rural Crescent and the residents of Prince William County, Virginia, sue theæPrince William Board of County Supervisors after they award a special permit to the All Dulles Area Muslim Society to build a new mosque. The lawsuit followed three years of contentious debate about the proposed construction, and while many of the residents argued against the mosque on grounds of environmental and traffic concerns, county meetings contained anti-Muslim complaints. ",bias-related incident (targeting individual or specific group),male and female,http://www.insidenova.com/news/politics/prince_william/rural-crescent-residents-sue-over-mosque-permit-in-prince-william/article_310d6756-76cc-11e7-932d-2bdb168d88a1.html,
871,46.878264,-96.783408,58102,ND,North Dakota,2017,2017-08-02T00:00:00,Public Campaign,"In response to a growing number of bias related incidents in Fargo, North Dakota,æspecifically the recent anti-Muslim altercation at a local Walmart, around 200 anti-hate protestors gather at Fargo city hall. The rally drew a small group of counter protestors who shouted anti-Islamæsentiments at the assembled crowd.",public campaigns (targeting community),male and female,http://hpr1.com/index.php/feature/news/is-it-time-for-hate-crime-legislation/,
872,33.436006,-112.008947,85034,AZ,Arizona,2012,2012-09-08T00:00:00,Employment Discrimination,"The U.S. Equal Employment Opportunity Commission files a lawsuit against Swift Aviation Services, Inc., in Phoenix, Arizona, on behalf of former employee Adam Donmez. The lawsuit alleges that Donmez was harrased because of his Turkish heritage and because he is Muslim. Donmez was subjected to such statements as ""I don't know why we don't kill all of those towelheads already"" and ""why are you dressed like [you are] going to blow up the World Trade Center?"" The lawsuit's settlement required Swift to pay Donmez $50,000 in compensation and furnish other reliefs, and banned them from any sort of harassment in the future.",bias-related incident (targeting individual or specific group),male,http://www.arabamericannews.com/2013/08/02/Swift-Aviation-settles-EEOC-discrimination-lawsuit/,
873,40.642725,-73.978529,11218,NY,New York,2012,2012-02-04T00:00:00,Vandalism,"An unidentified vandal writes an anti-Muslim slur on the walls ofæa TDS Insurance building in Kensington, New York. The incident was investigated as a bias crime.",crimes against property,male and female,http://www.brooklyndaily.com/stories/2012/6/kc_antimuslimattack_2012_02_17_bk.html,
874,38.889749,-77.009956,20024,DC,District of Columbia,2012,2012-07-19T00:00:00,National Political Speech,"Michele Bachmann,æU.S Representative from Minnesota, asserts in an interview that Keith Ellison, a fellow Democratic Representative from Minnesota, has ties with the Muslim Brotherhood, an Islamist group allegedly connected to terrorist activity. Her allegation was a broadening of what Bachmann called the ""Islamic infiltration"" of the United States government by radical Muslims.",public speech (political figures),male,http://www.startribune.com/bachmann-alleges-ellison-has-ties-to-muslim-brotherhood/163137126/,
875,40.7259,-73.990974,10003,NY,New York,2012,2012-06-12T00:00:00,Employment Discrimination,"Rodney Raspberry and Chester Johnson, two African American Muslims andæformer employees of Project Renewal in Manhattan, New York, file a lawsuit against their former employer alleging that they were discriminated against and that the company violated their civil rights based on their religion. ææ",bias-related incident (targeting individual or specific group),male,http://www.bxtimes.com/stories/2012/23/23_homeless_2012_06_07_bx.html,
876,42.296181,-83.289427,48125,MI,Michigan,2017,2017-05-15T00:00:00,Harassment,"Debbie Schlussel,æa lawyer known for her anti-Muslim rhetoric, is suing the city of Dearborn Heights, Michigan, for refusing to give her access to police booking photos of Muslim women without their hjabs. After a lawsuit in 2015, the police department of Dearborn created a policy where Muslim women are allowed to be processed by female officers and keep their heads covered during the booking process. In her lawsuit, Schlussel refers to this as ""Sharia Law"" and alleges that the policy is unlawful.æ",public campaigns (targeting community),male and female,http://www.arabamericannews.com/2017/08/04/local-islamophobe-sues-dearborn-heights-to-stop-sharia/,
877,34.049992,-117.208917,92373,CA,California,2017,2017-07-27T00:00:00,Vandalism,"The police in Redlands, California, are investigating a series of break-ins at the Islamic Society of California in Redlands. The incidents have included vandalism of mosque property, remants of meals and cigarette butts,æand theft of mosque donations. ",crimes against property,male and female,http://www.sbsun.com/general-news/20170804/redlands-police-investigate-break-ins-at-local-mosque,
878,38.892873,-77.016453,20001,DC,District of Columbia,2017,2017-08-04T00:00:00,Travel Ban,"Citizens from Iran and Yemen sue theæU.S State Department for not processing their visa applications guarenteed through the randomized U.S. government lottery last year. These people were left in limbo after the travel ban was partially reinstated by the Supreme Court in June, temporarily barring citizens of Yemen, Iran and four other Muslim-majority countries with no ""bona fide"" U.S. connections from traveling to the United States.",legislation (targeting community),male and female,https://www.reuters.com/article/us-usa-immigration-diversity-idUSKBN1AK2BA?il=0,
